"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"10873","271821","careernet","Bulk carrier expertise","handle carriers","0","skill/competence","sector-specific"
"10874","271821","careernet","Strong communication and leadership skills","be attentive","0","skill/competence","occupation-specific"
"10875","271822","careernet","Fluent in English","english","0","knowledge","transversal"
"10876","271822","careernet","Computer literate","have computer literacy","0","skill/competence","cross-sector"
"10877","271823","careernet","Windows Servers","maintain ict server","0","skill/competence","sector-specific"
"10878","271823","careernet","Active Directory","distributed directory information services","0","knowledge","sector-specific"
"10879","271823","careernet","VMware Virtualization","manage ict virtualisation machines","0","skill/competence","sector-specific"
"10880","271823","careernet","Microsoft Exchange","electronic communication","0","knowledge","cross-sector"
"10881","271823","careernet","Cloud Infrastructure","cloud technologies","0","knowledge","sector-specific"
"10882","271823","careernet","PowerShell Scripting","use scripting programming","0","skill/competence","sector-specific"
"10883","271824","careernet","Excellent command of English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10884","271824","careernet","Computer literature","computer history","0","knowledge","sector-specific"
"10885","271824","careernet","Experience with PSC/Rightship inspections","check finished vehicles for quality control","0","skill/competence","occupation-specific"
"10886","271824","careernet","Crew training campaigns","train crew members","0","skill/competence","occupation-specific"
"10887","271825","careernet","Excellent command of English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10888","271825","careernet","Computer literature","computer history","0","knowledge","sector-specific"
"10889","271826","careernet","Very good command of the English language","english","0","knowledge","transversal"
"10890","271826","careernet","Computer literature","computer history","0","knowledge","sector-specific"
"10891","271827","careernet","Excellent command of English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10892","271827","careernet","Computer literacy","have computer literacy","0","skill/competence","cross-sector"
"10893","271827","careernet","Prior experience in crew training","train crew members","0","skill/competence","occupation-specific"
"10894","271828","careernet","Fluent in English","english","0","knowledge","transversal"
"10895","271829","careernet","Experience with PSC insights","customer insight","0","knowledge","sector-specific"
"10896","271829","careernet","Command of English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10897","271829","careernet","Computer literature","computer history","0","knowledge","sector-specific"
"10898","271829","careernet","PSC insights experience","customer insight","0","knowledge","sector-specific"
"10899","271829","careernet","English proficiency","english","0","knowledge","transversal"
"10900","271829","careernet","Computer skills","use a computer","0","skill/competence","cross-sector"
"10901","271830","careernet","Excellent knowledge of the English language","english","0","knowledge","transversal"
"10902","271830","careernet","Excellent knowledge of Microsoft Office tools","use microsoft office","0","skill/competence","cross-sector"
"10903","271831","careernet","Excellent command of English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10904","271831","careernet","Computer literacy","have computer literacy","0","skill/competence","cross-sector"
"10905","271832","careernet","Fluency in English","english","0","knowledge","transversal"
"10906","271832","careernet","Previously fluent in English","english","0","knowledge","transversal"
"10907","271833","careernet","Knowledge of processes and audit cycle","prepare audit activities","0","skill/competence","cross-sector"
"10908","271833","careernet","Government risk and convergence family related work experience with SOX, IFRS or GAAP","manage financial risk","0","skill/competence","cross-sector"
"10909","271833","careernet","Excellent command of English communication and team-working skills","communicate in english in a competent way","0","skill/competence","sector-specific"
"10910","271833","careernet","Computer literacy and critical thinking","have computer literacy","0","skill/competence","cross-sector"
"10911","271834","careernet","Excellent knowledge of English language","english","0","knowledge","transversal"
"10912","271834","careernet","Excellent knowledge of Microsoft Office tools","use microsoft office","0","skill/competence","cross-sector"
"10913","271835","careernet","Knowledge of English","english","0","knowledge","transversal"
"10914","271835","careernet","Speed and attention to detail","attention to detail","0","knowledge","cross-sector"
"10915","271835","careernet","Experience in baking with LPG","bake goods","0","skill/competence","sector-specific"
"10916","271836","careernet","Presence in departments of operations, disbursements, sales","sales department processes","0","knowledge","cross-sector"
"10917","271837","careernet","Naval architecture knowledge","ship hull engineering","0","knowledge","occupation-specific"
"10918","271837","careernet","Fluent in English","english","0","knowledge","transversal"
